Reaction,ReactionName,Flux
SALCHS2FER1,"Fe-Salmochelin S2 reduction (Fe(III)-unloading)",0
SALCHS2FER2,"Fe-Salmochelin S2 reduction (Fe(III)-unloading)",0
SALCHS2FER3,"Fe-Salmochelin S2 reduction (Fe(III)-unloading)",0
SALCHS2H,"Salmochelin S2 hydrolase",0
SALCHS1H,"Salmochelin S1 hydrolase",0
SALCHSXtpp,"Salmochelin SX facilitated transport periplasm",0
ARBTNS1,"Lysine N6-hydroxylase",0
ARBTNS2,"Acetyl CoA:N6-hydroxylysine acetyl transferase",0
ARBTNS3,"Citrate:N6-acetyl-N6-hydroxy-L-lysine ligase (AMP-forming)",0
ARBTNS4,"Aerobactin synthase",0
ACPSirp1,"Phosphopantetheinyl transferase (yersiniabactin HMWP1)",0
ArCPSirp2,"Phosphopantetheinyl transferase (yersiniabactin HMWP2)",0
PCP1Sirp2,"Phosphopantetheinyl transferase (yersiniabactin HMWP2)",0
PCP2Sirp2,"Phosphopantetheinyl transferase (yersiniabactin HMWP2)",0
PCP3Sirp1,"Phosphopantetheinyl transferase (yersiniabactin HMWP1)",0
ACPpdsirp1,"Acyl-carrier-protein phosphodiesterase (yersiniabactin HMWP1)",0
ArCPpdsirp2,"Aryl-carrier-protein phosphodiesterase (yersiniabactin HMWP2)",0
PCP1pdsirp2,"Peptidyl-carrier-protein phosphodiesterase (yersiniabactin HMWP2)",0
PCP2pdsirp2,"Peptidyl-carrier-protein phosphodiesterase (yersiniabactin HMWP2)",0
PCP3pdsirp1,"Peptidyl-carrier-protein phosphodiesterase (yersiniabactin HMWP2)",0
SALASr,"(Salisyl)adenylate synthase",0
CYSASr,"(L-cysteinyl)adenylate synthase",0
YBTS1,"yersiniabactin synthase 1 (sal-ArCP)",0
YBTS2,"yersiniabactin synthase 2 (cys-PCP1)",0
YBTS3,"yersiniabactin synthase 3 (condensation 1)",0
YBTS4,"yersiniabactin synthase 4 (cyclization 1)",0
YBTS5,"yersiniabactin synthase 5 (cys-PCP2)",0
YBTS6,"yersiniabactin synthase 6 (condesation 2)",0
YBTS7,"yersiniabactin synthase 7 (cyclization 2)",0
YBTS8,"yersiniabactin synthase 8 (mal-ACP1)",0
YBTS9,"yersiniabactin synthase 9 (keto trasfer)",0
YBTS10,"yersiniabactin synthase 10 (condensation 3)",0
YBTS11,"yersiniabactin synthase 11 (C2-methylation 1,2)",0
YBTS12,"yersiniabactin synthase 12 (cys-PCP3)",0
YBTS13,"yersiniabactin synthase 13 (condensation 4)",0
YBTS14,"yersiniabactin synthase 14 (cyclization 3)",0
YBTS15,"yersiniabactin synthase 15 (C-methylation 3)",0
YBTS16,"yersiniabactin synthase 16 (YbtU reductase 3)",0
YBTS17,"yersiniabactin synthase 17 (TE)",0
YBTS18,"yersiniabactin synthase 18 (Release)",0
YBTtpp,"Yerniabactin transport (secretion)  ",0
YBTtex,"Yerniabactin transport (secretion periplasm)  ",0
FEYBTexs,"Yersiniabactin Fe(III) binding (spontaneous)",0
FEYBTtonex,"Fe-yersiniabactin transport via ton system (extracellular)",0
FEYBTabcpp,"Fe-yersiniabactin transport via ABC system (periplasm)",0
FEYBTR,"Fe-yersiniabactin redunction (Unknown mechanism)",0
ZnYBTexs,"Yersiniabactin Zn(II) binding (spontaneous)",0
ZnYBTtonex,"Zn-yersiniabactin transport via ton system (extracellular)",0
ZnYBTabcpp,"Zn-yersiniabactin transport via ABC system (periplasm)",0
ZnYBTR,"Zn-yersiniabactin redunction (Unknown mechanism)",0
CuYBTexs,"Yersiniabactin Cu(II) binding (spontaneous)",0
CuYBTtonex,"Cu-yersiniabactin transport via ton system (extracellular)",0
CuYBTabcpp,"Cu-yersiniabactin transport via ABC system (periplasm)",0
CuYBTR,"Cu-yersiniabactin redunction (Unknown mechanism)",0
NiYBTexs,"Yersiniabactin Ni(II) binding (spontaneous)",0
NiYBTtonex,"Ni-yersiniabactin transport via ton system (extracellular)",0
NiYBTabcpp,"Ni-yersiniabactin transport via ABC system (periplasm)",0
NiYBTR,"No-yersiniabactin redunction (Unknown mechanism)",0
EX_ybt_e,"Yersiniabactin Exchange",0
EX_feybt_e,"Fe-yersiniabactin exchange",0
EX_znybt_e,"Zn-yersiniabactin exchange",0
EX_cuybt_e,"Cu-yersiniabactin exchange",0
EX_niybt_e,"Ni-yersiniabactin exchange",0
ppantclbN,"phosphopantetheinyl transferase (colibactin ClbN)",0
ppantclbB,"phosphopantetheinyl transferase (colibactin ClbB)",0
ppantclbC,"phosphopantetheinyl transferase (colibactin ClbC)",0
ppantclbH,"phosphopantetheinyl transferase (colibactin ClbH)",0
ppantclbI,"phosphopantetheinyl transferase (colibactin ClbI)",0
ppantclbJ,"phosphopantetheinyl transferase (colibactin ClbJ)",0
ppantclbK,"phosphopantetheinyl transferase (colibactin ClbK)",0
ppantclbO,"phosphopantetheinyl transferase (colibactin ClbO)",0
pdsclbN,"phosphodiesterase (colibactin ClbN)",0
pdsclbB,"phosphodiesterase  (colibactin ClbB)",0
pdsclbC,"phosphodiesterase  (colibactin ClbC)",0
pdsclbH,"phosphodiesterase  (colibactin ClbH)",0
pdsclbI,"phosphodiesterase  (colibactin ClbI)",0
pdsclbJ,"phosphodiesterase  (colibactin ClbJ)",0
pdsclbK,"phosphodiesterase  (colibactin ClbK)",0
pdsclbO,"phosphodiesterase  (colibactin ClbO)",0
ASPASr,"(L-Asparginyl)adenylate synthase",0
CLBTS1,"Colibactin synthase 1 (asp-ClbN)",0
CLBTS2,"Colibactin synthase 2 (myristoyl-ClbN)",0
ALAASr,"(L-Alanyl)adenylate synthase",0
CLBTS3,"Colibactin synthase 3 (ala-ClbB)",0
CLBTS4,"Colibactin synthase 4 (condensation ClbN)",0
CLBTS5,"Colibactin synthase 5 (malcoa-ClbN)",0
CLBTS6,"Colibactin synthase 6 (malcoa-ClbC)",0
AMETASr,"(S-adenosyl-L-methionyl)adenylate synthase",0
CLBTS7,"Colibactin synthase 7 (amet-ClbH)",0
CLBTS8,"Colibactin synthase 8 (ametClbH-ClbC)",0
CLBTS9,"Colibactin synthase 9 (ClbH-ClbI)",0
CLBTS10,"Colibactin synthase 10 (malcoa-ClbI)",0
GLYASr,"(Glycyl)adenylate synthase",0
CLBTS11,"Colibactin synthase 11 (gly-ClbJ)",0
CLBTS12,"Colibactin synthase 12 (gly-ClbJ-ClbI)",0
CLBTS13,"Colibactin synthase 13 (cys-ClbJ)",0
CLBTS14,"Colibactin synthase 14 (condensation-ClbJ)",0
CLBTS15,"Colibactin synthase 15 (Thioesterase-ClbJ)",0
CLBTS16,"Colibactin synthase 16 (Amidase-ClbL)",0
CLBTS17,"Colibactin synthase 17(ser-ClbH)",0
CLBTS18,"Colibactin synthase 18 (ClbD)",0
CLBTS19,"Colibactin synthase 19 (ClbF)",0
CLBTS20,"Colibactin synthase 20 (amonomal-ClbG)",0
CLBTS21,"Colibactin synthase 21 (amonomal-ClbK)",0
CLBTS22,"Colibactin synthase 22 (ClbJ-ClbK)",0
CLBTS23,"Colibactin synthase 23 (cys-ClbK)",0
CLBTS24,"Colibactin synthase 24 (condensation-ClbK)",0
CLBTS25,"Colibactin synthase 25 (aminomal-ClbO)",0
CLBTS26,"Colibactin synthase 26 (ClbK-ClbO)",0
CLBTS27,"Colibactin synthase 27 (ClbL-ClbO)",0
PRECLBTNmate,"Colibactin inner membrane transporter (ClbM)",0
CLBTNpeptidase,"Precolibactin peptidase",0
DM_MYRASP,"Myristoyl-ASP Demand Reaction",0
CLBTinter1,"Colinactin intermediate reaction 1",0
CLBTinter2,"Colinactin intermediate reaction 2",0
CLBTinter3,"Colinactin intermediate reaction 3",0
CLBTNtex,"Colibactin secretion (to extracellular)",0
EX_clbtn_e,"Colibactin exchange",0
HEPAROSAN_SYN,"Heparosan synthase",4.01964071856283
HEPAROSAN_t,"Heparosan transport",4.01964071856283
EX_heparosan_e,"Heparosan exchange",4.01964071856283
